"Codice_PreCipe","Data_PreCipe","Progressivo_PreCipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Numero_OdgPreCipe","Progressivo_NumeroPreCipe","Codice_ArgomentoPreCipe","Oggetto_PreCipe","Codice_RisultanzaPreCipe","Nota_RisultanzaPreCipe","Codice_Ufficio","Numero_Delibera","Annotazioni_PreCipe"
5175,"2012-01-13 00:00:00",4,11,288,0,,,,"2",0,13,"CONTRATTO DI PROGRAMMA RFI 2007-2011: PARERE SULL'AGGIORNAMENTO 2010 E 2011",0,,,0,""
5176,"2012-01-13 00:00:00",5,11,333,0,,,,"3",0,0,"PIANO NAZIONALE DI EDILIZIA ABITATIVA: ACCORDI DI PROGRAMMA FRA IL MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI E LE REGIONI ABRUZZO, LAZIO E CALABRIA (D.P.C.M. 16 LUGLIO 2009)",0,,,0,""
5177,"2012-01-13 00:00:00",6,2,112,0,,,,"4",0,5,"DELIBERA DI IMPUTAZIONE DELLE RIDUZIONI DI SPESA DISPOSTE PER LA LEGGE A CARICO DEL FONDO PER LO SVILUPPO E LA COESIONE, REVISIONE DELLA PREGRESSA PROGRAMMAZIONE DEL MEDESIMO FONDO E ASSEGNAZIONE DI RISORSE AI SENSI DELL'ART. 33, COMMA 3, DELLA LEGGE 183/2011",0,,,0,""
5178,"2012-01-13 00:00:00",7,2,108,0,,,,"5",0,0,"MODIFICA DELIBERA CIPE N. 78/2011 (INVESTIMENTI A FAVORE DELLE UNIVERSITA' MERIDIONALI)",0,,,0,""
5179,"2012-01-13 00:00:00",8,2,115,72,,,,"6",0,5,"DELIBERA DI ASSEGNAZIONI AGLI INTERVENTI DI CONTRASTO DEL RISCHIO IDROGEOLOGICO A VALERE SULLA PROGRAMMAZIONE REGIONALE DEL FONDO PER LO SVILUPPO E LA COESIONE 2007-2013",0,,,0,""
5180,"2012-01-13 00:00:00",9,2,0,0,,,,"7",0,5,"PROGRAMMI ATTUATIVI REGIONALI FAS 2007-2013 DELLE REGIONI VENETO E FRIULI VENEZIA GIULIA E DELLA PROVINCIA AUTONOMA DI TRENTO: PRESA D'ATTO ",0,,,0,"FASCICOLI: REGIONE VENETO 2.95 - REGIONE F.V.G. 2.113 - P.A. TRENTO 2.114 "
5181,"2012-01-13 00:00:00",10,2,92,0,,,,"8",0,5,"MODIFICA DELIBERA CIPE N.82/2011 (UTILIZZO RISORSE FAS PER IL RIPIANO DEL DISAVANZO SANITARIO DELLA REGIONE MOLISE)",0,,,0,""
5182,"2012-01-13 00:00:00",11,5,10,0,,,,"9",0,0,"RIPARTO DEL FONDO NAZIONALE PER LA MONTAGNA ESERCIO 2009 (ART. 2, LEGGE N.97/1994)",0,,,0,""
5183,"2012-01-13 00:00:00",12,3,15,0,,,,"10",0,24,"RIPARTO DEI CONTRIBUTI PREVISTI PER L'ANNO 2010 A FAVORE DEI SITI CHE OSPITANO CENTRALI NUCLEARI E IMPIANTI DEL CICLO DEL COMBUSTIBILE NUCLEARE (ART. 4, COMMA 1-BIS, LEGGE N. 368/2003 DI CONVERSIONE DEL DL N.314/2003)",0,,,0,""
5184,"2012-01-13 00:00:00",13,12,109,0,,,,"11a",0,7,"FSN 2011 RIPARTO FRA LE REGIONI E LE PROVINCE AUTONOME DI TRENTO E BOLZANO DELLE DISPONIBILITA' FINANZIARIE PER IL SERVIZIO SANITARIO NAZIONALE",0,,,0,""
5185,"2012-01-13 00:00:00",14,12,108,0,,,,"11b",0,7,"FSN 2011 RIPARTO FRA LE REGIONI E LE PROVINCE AUTONOME DI TRENTO E BOLZANO DELLE QUOTE VINCOLATE AGLI OBIETTIVI DI CARATTERE PRIORITARIO E DI RILIEVO NAZIONALE PREVISTI DAL PIANO SANITARIO NAZIONALE",0,,,0,""
5186,"2012-01-13 00:00:00",15,8,89,0,,,,"12",0,33,"CONTRATTO DI PROGRAMMA ""POLO TURISTICO TERMALE"", DI COMPETENZA DEL MINISTERO DELLO SVILUPPO ECONOMICO: VARIAZIONE DELLA COMPAGINE SOCIALE",0,,,0,"ARGOMEMTO ESPUNTO DA ODG SU RICHIESTA DELL'AMMINISTRAZIONE PROPONENTE"
5187,"2012-01-13 00:00:00",16,7,81,0,,,,"13",0,15,"RELAZIONE AL PARLAMENTO SULL'ATTUAZIONE DELLA POLITICA DI COOPERAZIONE ALLO SVILUPPO NEL 2010",0,,,0,""
5423,"2012-03-09 00:00:00",1,11,310,0,4851,4876,,"1a",0,2,"OPERE PER LO SVILUPPO DEL GIACIMENTO DI IDROCARBURI DENOMINATO ""TEMPA ROSSA"" (BASILICATA): PROGETTO DEFINITIVO",0,,,0,""
5424,"2012-03-09 00:00:00",2,11,320,0,4852,,,"1b",0,2,"ITINERARIO PALERMO-AGRIGENTO: AMMODERNAMENTO TRATTO PALERMO-LERCARA FRIDDI - PROGETTO DEFINITIVO DI UN LOTTO FUNZIONALE.",0,,,0,""
5425,"2012-03-09 00:00:00",3,11,53,0,4850,,,"1c",0,2,"""PEDEMONTA DELLE MARCHE"" MAXI LOTTO N. 2: PROGETTO DEFINITIVO DI UN LOTTO FUNZIONALE E RINNOVO VINCOLO PREORDINATO ALL'ESPROPRIO.",0,,,0,""
5426,"2012-03-09 00:00:00",4,11,77,0,4853,4874,,"1d",0,2,"GRANDI STAZIONI: OPERE COMPLEMENTARI PER LA STAZIONE DI BARI CENTRALE. ",0,,,0,""
5427,"2012-03-09 00:00:00",5,11,237,0,4856,,0,"1e",0,2,"ACCESSIBILITA' VALTELLINA-S.S. 38 LOTTO 1 - VARIANTE DI MORBEGNO DALLO SVINCOLO DI FUENTES ALLO SVINCOLO DEL TARTANO - 2° STRALCIO: PROGETTO DEFINITIVOE ASSEGNAZIONE DI 50 MILIONI DI EURO",0,,,0,""
5428,"2012-03-09 00:00:00",6,11,126,0,4857,,0,"1f",0,2,"STAZIONE DI REBAUDENGO, INTERCONNESSIONE TRA LA LINEA FERROVIARIA TORINO – CERES E IL PASSANTE FERROVIARIO DI TORINO. OPERE PRIORITARIE DI PRIMA FASE DELLA NUOVA LINEA FERROVIARIA TORINO – LIONE: ASSEGNAZIONE DI 20 MILIONI DI EURO;",0,,,0,""
5429,"2012-03-09 00:00:00",7,11,313,0,4859,,0,"1g",0,2,"METROPOLITANA AUTOMATICA DI TORINO, TRATTA LINGOTTO – BENGASI: MODIFICA DEL SOGGETTO AGGIUDICATORE PER LA FINALIZZAZIONE DEI CONTRIBUTI STATALI DESTINATI AL COFINANZIAMENTO DELL’OPERA;",0,,,0,""
5430,"2012-03-09 00:00:00",8,14,37,0,4860,4562,0,"1h",0,2,"ASSE AUTOSTRADALE BRESCIA-PADOVA: DELIBERA CIPE N.94_2010 ISTANZA DI MODIFICA",0,,,0,""
5431,"2012-03-09 00:00:00",9,0,0,0,,,,"2a",0,0,"ASSEGNAZIONE RISORSE AL COMUNE DI VENEZIA PER OPERE COMPENSATIVE",0,,,0,""
5432,"2012-03-09 00:00:00",10,11,409,0,,,,"2b",0,0,"MANUTENZIONE STRAORDINARIA ANAS 2012: ASSEGNAZIONE PROGRAMMATICA DI 300 MILIONI DI EURO",0,,,0,""
5433,"2012-03-09 00:00:00",11,11,423,0,,,,"2c",0,0,"MANUTENZIONE STRAORDINARIA RFI 2012: ASSEGNAZIONE PROGRAMMATICA DI 300 MILIONI DI EURO",0,,,0,""
5509,"2012-04-19 00:00:00",1,11,425,0,4945,4949,,"1A",0,2,"Via del Mare “Collegamento A4 – Jesolo e litorali”: approvazione progetto definitivo",0,,,0,""
5510,"2012-04-19 00:00:00",2,11,183,0,4946,,,"1B",0,2,"Hub portuale di Trieste. Piattaforma logistica tra lo scalo legnami e il punto franco oli minerali: approvazione progetto definitivo 1° stralcio funzionale",0,,,0,""
5511,"2012-04-19 00:00:00",3,11,53,0,4947,4951,,"1C",0,2,"Asse viario Marche – Umbria e Quadrilatero di penetrazione interna. Maxi Lotto 2: rinnovo del vincolo preordinato all’esproprio e approvazione del progetto definitivo del lotto funzionale",0,,,0,""
5512,"2012-04-19 00:00:00",4,14,77,0,4953,,,"2",0,17,"Contratto di programma 2012-2015 fra ENAC e SAC S.p.A. per la gestione dell’aeroporto di Catania",0,,,0,""
5513,"2012-04-19 00:00:00",5,2,115,84,4957,4959,,"3",0,40,"Fondo per lo sviluppo e la coesione. Programmazione regionale: assegnazione di risorse a interventi di rilevanza strategica regionale nel Mezzogiorno nei settori ambientali della depurazione delle acque e della bonifiche di discariche",0,,,0,""
5514,"2012-04-19 00:00:00",6,2,103,0,4956,,,"4",0,0,"Definanziamento interventi finanziati dal Fondo per le aree sottoutilizzate 2000-2006. Rapporto finale sulle verifiche svolte in attuazione della delibera CIPE n. 79/2010",0,,,0,""
5515,"2012-04-19 00:00:00",7,1,14,0,4958,,,"5",0,0,"Modifica della delibera CIPE n. 58/2010 “Regolamento interno del CIPE”",0,,,0,""
5516,"2012-04-19 00:00:00",8,11,419,0,4879,,,"6A",0,12,"Programma triennale dei lavori pubblici 2012-2014 del Ministero delle infrastrutture e dei trasporti – Dipartimento per i trasporti, la navigazione e i sistemi informativi e statistici",0,,,0,""
5517,"2012-04-19 00:00:00",9,11,384,0,4820,,,"6B",0,12,"Programma triennale 2012-2014 dell’Istituto Nazionale di Fisica Nucleare",0,,,0,""
5518,"2012-04-19 00:00:00",10,11,416,0,4773,,,"6C",0,12,"Programma triennale 2012-2014 dell’Università di Genova",0,,,0,""
5519,"2012-04-19 00:00:00",11,11,105,0,4918,,,"7",0,21,"Relazione illustrativa delle iniziative in atto in materia di edilizia scolastica elaborata congiuntamente dai Ministeri delle infrastrutture e dei trasporti e dell’istruzione, dell’università e della ricerca",0,,,0,""
5552,"2012-06-26 00:00:00",1,0,0,0,,,,"1",0,41,"Informativa del Segretario del Comitato in merito ai rilievi pervenuti dalla Corte dei Conti in sede di controllo delle delibere CIPE nonché in merito alla delibera n. 25/2012 “Schema di convenzione unica tra ANAS S.p.A. e Società Autostrada Brescia-Padova S.p.A.. Modifica delibera CIPE n. 94/2010”",0,,,0,""
5553,"2012-06-26 00:00:00",2,11,404,0,4993,5011,,"2A)",0,42,"Schema di Contratto di programma ANAS-MIT – Parte Servizi 2011 e schema di atto aggiuntivo al Contratto di programma ANAS-MIT – Parte Investimenti 2011",0,,,0,""
5554,"2012-06-26 00:00:00",3,11,409,0,4994,5026,,"2B)",0,42,"Contratto di programma ANAS-MIT 2012",0,,,0,""
5555,"2012-06-26 00:00:00",4,14,0,0,,,,"3",0,17,"Requisiti di solidità patrimoniale delle concessionarie autostradali (art. 11, comma 5, della legge n. 498/92 e s.m.i.). Atti aggiuntivi sottoscritti da ANAS S.p.A. rispettivamente con: ATIVA S.p.A.; Autostrada Asti–Cuneo S.p.A.; Milano Serravalle–Milano Tangenziali S.p.A.; SATAP–Tronco A4 S.p.A.; SATAP–Tronco A21 S.p.A.",0,,,0,"FASCICOLI: ATIVA 14.48; ASTI-CUNEO 14.33; MI SERRAVALLE-MI TANGENZIALI 14.47; SATAP A4 14.42; SATAP A21 14.41"
5556,"2012-06-26 00:00:00",5,11,179,0,5014,5027,,"4A)",0,2,"S.S. 106 “Jonica”: Megalotto 2 da Sieri Crichi a Squillace e dallo svincolo di Germaneto all’innesto con la S.S. 280 dei Due Mari: assegnazione definitiva finanziamento",0,,,0,""
5557,"2012-06-26 00:00:00",6,11,237,0,5033,,,"4B)",0,2,"Accessibilità Valtellina. S.S. 38 – 1° lotto – Variante di Morbegno, 2° stralcio (dallo svincolo di Cosio allo svincolo del Tartano): autorizzazione all’utilizzo dei ribassi d’asta",0,,,0,""
5558,"2012-06-26 00:00:00",7,11,247,0,5016,5028,,"4C)",0,2,"Nodo ferro-stradale di Casalecchio di Reno: approvazione del progetto definitivo della parte stradale",0,,,0,""
5559,"2012-06-26 00:00:00",8,11,428,0,,,,"4D)",0,2,"Corridoio di viabilità autostradale Civitavecchia – Orte – Mestre: tratta E45-E55 (Orte – Mestre)",0,,,0,"DIFFERITO"
5560,"2012-06-26 00:00:00",9,11,197,0,5018,5029,,"4E)",0,2,"Adeguamento a quattro corsie S.S. 2 Via Cassia. Tronco tra il km 41+300 e il km 74+400: reiterazione del vincolo preordinato all’esproprio",0,,,0,""
5561,"2012-06-26 00:00:00",10,11,333,0,5046,5047,5048,"5",0,36,"Piano nazionale edilizia abitativa: accordi di programma fra il Ministero delle infrastrutture e dei trasporti e le regioni Friuli Venezia Giulia, Valle d’Aosta e Provincia  Autonoma di Bolzano",0,,,0,"SOTTOFASCICOLI 19, 20 E 21"
5562,"2012-06-26 00:00:00",11,2,115,82,,,,"6A)",0,35,"Riprogrammazione e riallocazione delle risorse del Programma Attuativo Interregionale (PAIN) “Attrattori culturali”",0,,,0,""
5563,"2012-06-26 00:00:00",12,2,115,85,,,,"6B)",0,35,"Riparto e modalità di programmazione della riserva premiale per Obiettivi di Servizio",0,,,0,""
5564,"2012-06-26 00:00:00",13,2,41,0,,,,"6C)",0,35,"Riparto della 2a e della 3 a tranche (anni 2010 e 2011) delle risorse destinate al sostegno del Sistema Conti Pubblici Territoriali (delibera CIPE n. 19/2008)",0,,,0,""
5565,"2012-06-26 00:00:00",14,11,351,28,,,,"6D)",0,35,"Ricostruzione post-terremoto dell’aprile 2009 nella Regione Abruzzo (articolo 14, comma 1, D.L. n. 39/2009 e delibera CIPE n.35/2009): assegnazione di risorse per il completamento del Palazzo del Governo nella Città di L’Aquila (23.813.325 euro, oltre IVA sull’importo totale)",0,,,0,""
5566,"2012-06-26 00:00:00",15,2,97,0,5010,,,"7	",0,43,"Fondo europeo agricolo per lo sviluppo rurale (FEASR) 2007-2013: riparto delle risorse aggiuntive tra i programmi di sviluppo rurale e determinazione dell’ammontare a carico del Fondo di rotazione per l’intero periodo di programmazione",0,,,0,""
5583,"2012-08-02 00:00:00",1,11,302,0,3230,5088,,"1A",0,2,"Autostrada A12 Livorno – Civitavecchia. Tratta Tarquinia – San Pietro in Palazzi (Cecina), lotti 2, 3, 5A, 6B: approvazione del progetto definitivo",0,,,0,""
5584,"2012-08-02 00:00:00",2,11,79,0,5089,5098,,"1B",0,2,"Corridoio intermodale Roma – Latina e Collegamento Cisterna – Valmontone. Tratto compreso fra la A12 “Roma – Civitavecchia” e la “Pontina” (Tor de’ Cenci): approvazione del progetto definitivo",0,,,0,""
5585,"2012-08-02 00:00:00",3,2,115,0,,,,"2A",0,40,"Programmazione delle residue risorse del FSC a favore del settore ambiente",0,,,0,""
5586,"2012-08-02 00:00:00",4,2,115,0,,,,"2B",0,40,"Programmazione risorse 2000-2006 e 2007-2013 del FSC (Regioni Basilicata, Calabria, Campania, Molise, Puglia, Umbria, Sardegna e Sicilia)",0,,,0,""
5434,"2012-03-09 00:00:00",12,11,418,0,4862,,,"3",0,29,"INFORMATIVA DEL MINISTRO INF. E TRASP. SULLO STATO DELL'ARTE DELLE OPERE PRIORITARIE DELLA REGIONE EMILIA-ROMAGNA: SERVIZIO DI TRASPORTO PUBBLICO INTEGRATO METROPOLITANO DI BOLOGNA; PASSANTE AUTOSTRADALE NORD DI BOLOGNA; NODO FERRO-STRADALE DI CASALECCHIO DI RENO",0,,,0,""
5435,"2012-03-09 00:00:00",13,2,115,73,4837,,,"4a",0,35,"PROGRAMMAZIONE NAZIONALE: FINANZIAMENTO DEGLI INTERVENTI PREVISTI DAI TITOLI I E II DEL D. LGS. N. 185/2000 A FAVORE DELL’AUTOIMPRENDITORIALITÀ E DELL’AUTOIMPIEGO (INVITALIA);",0,,,0,""
5436,"2012-03-09 00:00:00",14,2,115,76,4863,4864,,"4b",0,35,"PROGRAMMAZIONE NAZIONALE: ASSEGNAZIONE A FAVORE DI INTERVENTI DI RILIEVO NAZIONALE NEL SETTORE DEI BENI E DELLE ATTIVITÀ CULTURALI",0,,,0,""
5437,"2012-03-09 00:00:00",15,2,115,76,4916,,,"4c",0,35,"PROGRAMMAZIONE NAZIONALE: ASSEGNAZIONE A FAVORE DEL MUSEO ARCHEOLOGICO NAZIONALE DI REGGIO CALABRIA;",0,,,0,""
5438,"2012-03-09 00:00:00",16,2,115,77,4882,,,"5a",0,35,"PROGRAMMAZIONE REGIONALE: APPLICAZIONE DELLE SANZIONI E INDIVIDUAZIONE DELLE RISORSE DISPONIBILI PER I  REIMPIEGHI (DELIBERA CIPE N. 3/2006); ",0,,,0,""
5439,"2012-03-09 00:00:00",17,2,115,78,4883,,,"5b",0,35,"PROGRAMMAZIONE REGIONALE: MODALITÀ DI RIPROGRAMMAZIONE DELLE RISORSE 2000-2006 E 2007-2013;",0,,,0,""
5440,"2012-03-09 00:00:00",18,2,41,0,4886,,,"5c",0,35,"PROGRAMMAZIONE REGIONALE: SISTEMA CONTI PUBBLICI TERRITORIALI (CPT): RIPARTIZIONE DELLA SECONDA TRANCHE DELL’ASSEGNAZIONE DI CUI ALLA DELIBERA CIPE N. 1/2006 E DELLA PRIMA TRANCHE DELL’ASSEGNAZIONE DI CUI ALLA DELIBERA CIPE N. 19/2008;",0,,,0,""
5441,"2012-03-09 00:00:00",19,16,7,0,4295,4882,,"6",0,0,"SISMA CAMPANIA E BASILICATA 1980/81: ASSEGNAZIONE FONDI AI COMUNI INTERESSATI (T.U. 76/90 -  L.F. 2000)",0,,,0,"arrivata proposta a firma Torsello in data 16/2/2012 (prot. DIPE 675-A)"
5442,"2012-03-09 00:00:00",20,11,165,0,4698,,,"7",0,0,"RIMODULAZIONE DEL PROGRAMMA DI COMPLETAMENTO DEL PIANO IRRIGUO NAZIONALE PER LE REGIONI DEL CENTRO-NORD: MODIFICA DELIBERA CIPE N. 69/2010",0,,,0,""
5443,"2012-03-09 00:00:00",21,12,114,0,4833,4870,,"8a",0,28,"FONDO SANITARIO NAZIONALE 2011. RIPARTIZIONE DELLE QUOTE DESTINATE AL FINANZIAMENTO DELLE BORSE DI STUDIO IN MEDICINA GENERALE;",0,,,0,""
5444,"2012-03-09 00:00:00",22,12,113,0,4832,4871,,"8b",0,28,"FONDO SANITARIO NAZIONALE 2011. RIPARTIZIONE DELLE QUOTE DESTINATE AL FINANZIAMENTO DEL FONDO PER L’ESCLUSIVITÀ DEL RAPPORTO DEL PERSONALE DIRIGENTE DEL RUOLO SANITARIO;",0,,,0,""
5445,"2012-03-09 00:00:00",23,12,111,0,4830,4868,,"8c",0,28,"FONDO SANITARIO NAZIONALE 2010. RIPARTIZIONE DELLE QUOTE DESTINATE AL FINANZIAMENTO DELLE BORSE DI STUDIO IN MEDICINA GENERALE",0,,,0,""
5446,"2012-03-09 00:00:00",24,12,115,0,4834,4869,,"8d",0,28,"FONDO SANITARIO NAZIONALE 2010. RIPARTIZIONE DELLE QUOTE DESTINATE AL FINANZIAMENTO DEL FONDO PER L’ESCLUSIVITÀ DEL RAPPORTO DEL PERSONALE DIRIGENTE DEL RUOLO SANITARIO",0,,,0,""
5447,"2012-03-09 00:00:00",25,12,112,0,4831,4867,,"8e",0,28,"FONDO SANITARIO NAZIONALE 2010. RIPARTIZIONE DELLA QUOTA DESTINATA AL FINANZIAMENTO DI INTERVENTI PER LA PREVENZIONE E LA LOTTA ALL’AIDS;",0,,,0,""
5448,"2012-03-09 00:00:00",26,12,87,0,4714,4806,,"8f",0,8,"F.S.N. 2007. QUOTA VINCOLATA PER LE FINALITÀ DI PREVENZIONE E CURA DELLA FIBROSI CISTICA. ASSEGNAZIONE ALLE REGIONI DELLE QUOTE RELATIVE ALLA RICERCA",0,,,0,""
5449,"2012-03-09 00:00:00",27,12,50,0,4678,4803,,"8g",0,28,"F.S.N. 2004. ASSEGNAZIONE ALLA REGIONE EMILIA ROMAGNA ACCANTONAMENTI SULLA QUOTA VINCOLATA PER GLI OBIETTIVI STRATEGICI DEL PIANO SANITARIO NAZIONALE (DELIBERA CIPE 48/2005).",0,,,0,""
5450,"2012-03-09 00:00:00",28,11,388,0,4316,4496,4848,"9a",0,12,"PROGRAMMA TRIENNALE  2011-2013 DELL'AUTORITA' PORTUALE DELLA SPEZIA",0,,,0,""
5451,"2012-03-09 00:00:00",29,11,415,0,4763,,,"9b",0,12,"PROGRAMMA TRIENNALE 2012-2014 DELL’ENTE PARCO NAZIONALE DOLOMITI BELLUNESI;",0,,,0,""
5452,"2012-03-09 00:00:00",30,11,105,0,4835,0,0,"10a",0,21,"RELAZIONE SEMESTRALE AL 30 GIUGNO 2011 SULL'AVANZAMENTO DEL 1° E 2° PROGRAMMA STRALCIO DEL PIANO STRAORDINARIO PER LA MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI",0,,,0,""
5453,"2012-03-09 00:00:00",31,12,50,0,4816,,,"10b",0,21,"RELAZIONE SULLO STATO DI ATTUAZIONE DEL PROGETTO ""MATTONE INTERNAZIONALE"" FINANZIATO CON LE RISORSE VINCOLATE SUL FONDO SANITARIO NAZIONALE 2004 (ART.1, C. 34 E 34-BIS, L. 662/1996)",0,,,0,""
5454,"2012-03-09 00:00:00",32,12,80,0,4623,,,"10c",0,21,"RELAZIONE SUL PROGRAMMA PLURIENNALE NAZIONALE STRAORDINARIO DI INVESTIMENTI IN SANITÀ (ART. 20, LEGGE N. 67/1988 E SUCCESSIVE MODIFICAZIONI).",0,,,0,""
6028,"2012-10-11 00:00:00",1,11,428,0,5030,,,"1A",0,2,"Corridoio di viabilità autostradale Civitavecchia - Orte – Mestre . Tratta E45-E55 (Orte-Mestre): valutazione proposta del promotore e approvazione progetto preliminare",1,,,0,"NECESSITA ULTERIORE PASSAGGIO PRE-CIPE"
6029,"2012-10-11 00:00:00",2,11,126,0,5092,,,"1B",0,2,"Interconnessione tra la ferrovia Torino - Ceres e il Passante ferroviario di Torino in corrispondenza della stazione di Rebaudengo: approvazione progetto definitivo",2,,,0,"RINVIATO SU RICHIESTA MIT"
6030,"2012-10-11 00:00:00",3,11,368,0,5164,,,"1C",0,2,"Nodo di Bari – Parte sud: approvazione progetto preliminare del valore di 391 milioni di euro a valere sul Contratto di Programma",1,,,0,""
6031,"2012-10-11 00:00:00",7,0,0,0,,,,"1D",0,2,"Completamento del servizio ferroviario metropolitano e filoviarizzazione del trasporto pubblico locale di Bologna: approvazione progetto preliminare",2,,,0,"RINVIATO SU RICHIESTA MIT"
6032,"2012-10-11 00:00:00",8,11,102,0,5148,5144,0,"1E",0,2,"Metropolitana di Roma-Linea C: esame della proposta di atto transattivo per la definizione delle controversie tra Roma Metropolitane S.r.l. e Metro C  S.C.p.A",2,,,0,"RINVIATO SU RICHIESTA MIT"
6033,"2012-10-11 00:00:00",9,11,170,0,5166,,,"1F",0,2,"Quadruplicamento della linea Fortezza – Verona, Lotto 1 “Fortezza - Ponte Gardena”, Sub-Lotto funzionale “Fluidificazione del traffico ed interconnessione con la linea esistente”: approvazione del progetto definitivo",1,,,0,""
6034,"2012-10-11 00:00:00",10,14,49,0,5006,,,"2",0,17,"Procedura di gara per affidamento delle attività di gestione e manutenzione autostrada A21 Piacenza-Cremona-Brescia e interventi previsti nella convenzione unica sottoscritta in data 7 novembre 2007 tra ANAS S.p.A. e Società autostrade padane S.p.A.",1,,,0,""
6035,"2012-10-11 00:00:00",12,2,115,78,,,,"3A",0,35,"Attuazione della delibera n. 41/2012: presa d’atto in ordine all’interpretazione del punto 2.1  (riprogrammazioni dei PAR 2007-2013)",1,,,0,""
6036,"2012-10-11 00:00:00",13,2,115,100,5154,0,0,"3B",0,35,"Presa d’atto della riprogrammazione del PAR–FAS 2007-2013 della Regione Marche (delibera CIPE n. 41/2012, punto 2.1)",1,,,0,""
6037,"2012-10-11 00:00:00",14,11,387,0,5158,5160,0,"3C",0,35,"Relazione di monitoraggio al 30 settembre 2011 del Programma di accelerazione del “Programma infrastrutture strategiche” (delibere CIPE nn. 21/2004 e 98/2005)",1,,,0,""
6038,"2012-10-11 00:00:00",15,2,103,0,5167,,,"4",0,0,"Utilizzazione delle risorse liberate 2000-2006, da parte della Regione Campania, per il completamento di progetti certificati (delibere CIPE n. 79/2010, punto 1.2 e n. 35/2012): presa d’atto",1,,,0,""
6039,"2012-10-11 00:00:00",16,2,115,98,5168,,,"5",0,0,"Individuazione delle Amministrazioni responsabili dell’attuazione di programmi di intervento finanziati nell’ambito del Piano di azione coesione",1,,,0,""
6040,"2012-10-11 00:00:00",17,8,166,0,5137,0,0,"6",0,20,"Contratto di filiera di competenza del Ministero delle politiche agricole, alimentari e forestali:  “Consorzio Territori Divini”- aggiornamento",1,,,0,""
6041,"2012-10-11 00:00:00",18,8,99,0,5143,0,0,"7A",0,34,"Contratto di programma “Oromare”: definanziamento",1,,,0,""
6042,"2012-10-11 00:00:00",19,8,144,0,5153,0,0,"7B",0,34,"Contratto di programma “Agro Ericino”: definanziamento",1,,,0,""
6043,"2012-10-11 00:00:00",20,8,188,0,5133,0,0,"7C",0,4,"Contratto di programma “Prokemia”: rettifica delibera CIPE n. 67/2011",1,,,0,""
6044,"2012-10-11 00:00:00",21,12,117,0,5107,,,"8",0,28,"Fondo Sanitario Nazionale 2008: ripartizione quote accantonate per gli extracomunitari irregolari",1,,,0,""
6046,"2012-10-11 00:00:00",22,12,103,0,5108,,,"8",0,28,"Fondo Sanitario Nazionale 2009: ripartizione quote accantonate per gli extracomunitari irregolari",1,,,0,""
6047,"2012-10-11 00:00:00",23,12,116,0,5109,4989,0,"8",0,28,"Fondo Sanitario Nazionale 2010: ripartizione quote accantonate per gli extracomunitari irregolari",1,,,0,""
6048,"2012-10-11 00:00:00",24,14,79,0,,,,"9",0,21,"Relazione NARS 2011",0,,,0,""
6049,"2012-10-11 00:00:00",25,2,117,0,,,,"10",0,21,"Relazione MIP-CUP primo e secondo semestre 2011",1,,,0,""
6050,"2012-10-11 00:00:00",26,0,0,0,,,,"11",0,1,"Edilizia scolastica",1,,,0,""
6066,"2012-12-07 00:00:00",1,11,424,0,,,,"1",0,0,"Imputazione riduzioni di spesa su Fondo infrastrutture ferroviarie e stradali e relativo a opere di interesse strategico",1,,,0,""
6067,"2012-12-07 00:00:00",2,11,102,0,5268,,,"2",0,0,"Metropolitana di Roma – Linea C: definizione della controversia tra Roma Metropolitane S.r.l. e Metro C S.C.p.A.",1,,,0,""
6068,"2012-12-07 00:00:00",3,11,224,0,,,,"3A",0,2,"Nodo di Falconara: presa d’atto delibera 4/12 (Contratto di programma RFI)",1,,,0,""
6069,"2012-12-07 00:00:00",4,11,189,0,,,,"3B",0,2,"Acquedotto Montescuro ovest: modifica Soggetto aggiudicatore",1,,,0,""
6070,"2012-12-07 00:00:00",5,11,263,0,,,,"3C",0,2,"Metro di Brescia: modifica Soggetto aggiudicatore",1,,,0,""
6071,"2012-12-07 00:00:00",6,14,80,0,,,,"4",0,11,"Contratto di Programma ENAC – So.G.Aer. S.p.a. per l’aeroporto di Cagliari – Annualità 2012-2015",2,,,0,""
6072,"2012-12-07 00:00:00",7,2,115,103,5280,5254,,"5A",0,35,"Imputazione delle riduzioni del FSC parte nazionale in attuazione dell’art. 7 del decreto legge n. 95/2012 e assegnazioni a favore dei Ministeri dell’istruzione dell’università e ricerca e dello sviluppo economico per far fronte a obbligazioni perfezionate prima del dicembre 2011",1,,,0,""
6073,"2012-12-07 00:00:00",8,2,115,104,,,,"5B",0,35,"Riprogrammazione del Programma attuativo regionale (PAR) 2007-2013 della Regione Toscana",1,,,0,""
6074,"2012-12-07 00:00:00",9,11,424,0,,,,"6",0,0,"Auditorium di Firenze: assegnazione finanziamento",1,,,0,""
6075,"2012-12-07 00:00:00",10,0,0,0,,,,"7",0,41,"Informativa Ministro per la coesione territoriale sul Contratto di servizio Trenitalia",1,,,0,""
