"Codice_Cipe","Data_Cipe","Progressivo_Cipe","Codice_Titolario","Numero_Fascicolo","Numero_SottoFascicolo","Codice_Registro","Codice_Registro2","Codice_Registro3","Codice_TipoArgomentoCipe","Codice_ArgomentoCipe","Numero_OdgCipe","Oggetto_Cipe","Codice_Ufficio","Codice_RisultanzaCipe","Codice_EsitoCipe","Codice_TipoEsitoCipe","Numero_Delibera","Annotazioni_Cipe"
37804,"2010-05-13 00:00:00",13,11,105,0,3693,,,1,21,"7a","PIANO STRAORDINARIO MESSA IN SICUREZZA EDIFICI SCOLASTICI. (L. 289/2002, ART. 80, C. 21). RELAZIONE SEMESTRALE AL 30/6/2009 SULL'AVANZAMENTO DEL PROGRAMMA STRALCIO",,0,4,8,15,"RINVIATA CIPE 17/12/2009"
37805,"2010-05-13 00:00:00",14,6,22,0,3789,,,1,21,"7b","RELAZIONE SULLE OPERAZIONI EFFETTUATE DALL'ISTITUTO SVILUPPO AGROALIMENTARE (ISA)  SPA NELL'ANNO 2008",,0,0,13,0,"RINVIATA CIPE 17/12/2009"
37806,"2010-05-13 00:00:00",15,2,99,0,3927,,0,1,21,"7c","RELAZIONE SUL SISTEMA MONITORAGGIO INVESTIMENTI PUBBLICI (MIP) E CODICE UNICO DI PROGETTO (CUP) RELATIVA AL 1° SEMESTRE 2009",,0,4,1,0,"RINVIATA CIPE 17/12/2009 "
37807,"2010-05-13 00:00:00",16,11,215,0,3824,3825,3823,1,29,"8a","LEGGE 443/2001. METROPOLITANA DI NAPOLI – LINEA 1",,0,0,10,0,""
37808,"2010-05-13 00:00:00",17,11,183,0,3829,3891,,1,29,"8b","LEGGE 443/2001. HUB PORTUALE DI TRIESTE – PIATTAFORMA LOGISTICA",,0,0,10,0,""
37809,"2010-05-13 00:00:00",18,11,378,0,3858,3863,3880,1,29,"8c","ACQUEDOTTO DEL SERINO",,0,0,10,0,""
37810,"2010-05-13 00:00:00",19,14,60,0,3933,3957,0,2,17,"1a","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.P.A. E SOCIETA' AUTOSTRADA LIGURE TOSCANA S.P.A.",,0,4,8,16,"RINVIATA CIPE 17/12/2009"
37811,"2010-05-13 00:00:00",20,14,61,0,3934,3958,0,2,17,"1b","SCHEMA DI CONVENZIONE UNICA ANAS SPA E SOCIETA' AUTOSTRADE VALDOSTANE S.P.A.",,0,4,8,17,"RINVIATA CIPE 17/12/2009"
37812,"2010-05-13 00:00:00",21,14,59,0,,3956,0,2,17,"1c","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.P.A. E AUTOSTRADA DEI FIORI S.P.A.",,0,4,8,18,"RINVIATA CIPE 17/12/2009"
37813,"2010-05-13 00:00:00",22,14,63,0,,0,0,2,17,"1d","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.p.A. E SOCIETA’ AUTOSTRADA TIRRENICA S.p.A.",,0,4,8,19,""
37814,"2010-05-13 00:00:00",23,14,64,0,,0,0,2,17,"1e","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.p.A. E STRADA DEI PARCHI S.p.A.",,0,4,8,20,""
37815,"2010-05-13 00:00:00",24,14,65,0,,0,0,2,17,"1f","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.p.A. E TORINO-SAVONA S.p.A.",,0,4,8,21,""
37816,"2010-05-13 00:00:00",25,14,66,0,,0,0,2,17,"1g","SCHEMA DI CONVENZIONE UNICA TRA ANAS  S.p.A. E SOCIETÀ ITALIANA PER IL TRAFORO AUTOSTRADALE DEL FREJUS S.p.A.",,0,4,8,22,""
37817,"2010-05-13 00:00:00",26,14,67,0,,0,0,2,17,"1h","SCHEMA DI CONVENZIONE UNICA TRA ANAS  S.p.A. E RACCORDO AUTOSTRADALE VALLE D'AOSTA S.p.A.",,0,4,8,23,""
37818,"2010-05-13 00:00:00",27,14,55,0,,,,2,17,"2a","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.p.A. E SOCIETA’ AUTOSTRADE MERIDIONALI S.p.A.",,0,4,8,24,""
37819,"2010-05-13 00:00:00",28,14,56,0,,,,2,17,"2b","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.p.A. E TANGENZIALE DI NAPOLI S.p.A.",,0,4,8,25,""
37820,"2010-05-13 00:00:00",29,14,36,0,,0,0,2,17,"3","SCHEMA DI CONVENZIONE UNICA TRA ANAS S.p.A. E SOCIETA’ AUTOSTRADALE AUTOCAMIONABILE DELLA CISA S.p.A.",,0,4,8,26,""
37821,"2010-05-13 00:00:00",30,11,288,0,3595,3945,3996,2,13,"4a","CONTRATTO DI PROGRAMMA RFI: AGGIORNAMENTO 2009",,0,4,8,27,""
37822,"2010-05-13 00:00:00",31,14,62,0,3943,3954,0,2,11,"4b","CONTRATTO DI PROGRAMMA TRA ENAC E LA SOCIETA’ DI GESTIONE SAB S.p.A. RELATIVO ALLO SCALO AEROPORTUALE DI BOLOGNA PER IL PERIODO 2009-2013",,0,4,8,28,""
37823,"2010-05-13 00:00:00",32,2,78,0,,,,2,9,"5","RICOGNIZIONE DELLE DISPONIBILITA’ DEL FONDO STRATEGICO PER IL PAESE A SOSTEGNO DELL'ECONOMIA REALE  (L. 2/2009, ART. 18, C. 1, LETT. B-BIS)",,0,4,8,30,""
37824,"2010-05-13 00:00:00",32,11,351,45,,,,2,0,"5","RICOGNIZIONE DELLE DISPONIBILITA’  INFRASTRUTTURE (L. 2/2009, ART. 18, C. 1, LETT. B) ",,0,4,8,29,""
37825,"2010-05-13 00:00:00",33,11,360,0,4034,4035,4036,2,10,"6","RIMODULAZIONE DEL QUADRO DI DETTAGLIO DEL FONDO INFRASTRUTTURE (DELIBERA CIPE N. 83/2009)",,0,4,8,31,""
37826,"2010-05-13 00:00:00",34,11,351,38,,0,0,2,10,"7","PROGRAMMA STRAORDINARIO STRALCIO DI INTERVENTI URGENTI SUL PATRIMONIO SCOLASTICO. ASSEGNAZIONE DI 358 MILIONI SULLE RISORSE RESIDUE DI CUI AL PUNTO 1 DELLA DELIBERA CIPE N. 3/2009",,0,4,8,32,""
37827,"2010-05-13 00:00:00",35,11,170,0,,3964,,2,2,"8a","LEGGE 443/2001. QUADRUPLICAMENTO DELLA LINEA VERONA-FORTEZZA DI ACCESSO SUD ALLA GALLERIA DI BASE DEL BRENNERO SULL’ASSE FEROVIARIO MONACO-VERONA: APPROVAZIONE PROGETTO PRELIMINARE",,0,3,15,0,""
37828,"2010-05-13 00:00:00",36,11,205,0,,4013,0,2,2,"8b","LEGGE 443/2001. POTENZIAMENTO DELLA LINEA FERROVIARIA RHO-ARONA: APPROVAZIONE PROGETTO DEFINITIVO DEL PRIMO LOTTO FUNZIONALE DELLA TRATTA RHO-PARABIAGO",,0,4,8,33,""
37829,"2010-05-13 00:00:00",37,11,386,0,,3965,3982,2,2,"8c","LEGGE 443/2001. COLLEGAMENTO VIARIO TRA IL PORTO DI ANCONA E LA GRANDE VIABILITA’: APPROVAZIONE PROGETTO PRELIMINARE",,0,4,8,34,""
37830,"2010-05-13 00:00:00",38,11,298,42,,0,0,2,2,"8d","LEGGE 443/2001. PROLUNGAMENTO DELLA LINEA METROPOLITANA DI MILANO M2, TRATTA COLOGNO NORD – VIMERCATE: APPROVAZIONE DEL PROGETTO PRELIMINARE",,0,4,8,35,""
37831,"2010-05-13 00:00:00",39,11,298,43,3993,0,0,2,2,"8e","LEGGE 443/2001. PROLUNGAMENTO DELLA LINEA METROPOLITANA DI MILANO M3, TRATTA SAN DONATO - PAULLO: APPROVAZIONE DEL PROGETTO PRELIMINARE",,0,4,8,36,""
37832,"2010-05-13 00:00:00",40,11,391,0,3994,4033,0,2,2,"8f","LEGGE 443/2001. MESSA IN SICUREZZA DELL’AUTOSTRADA SALERNO – REGGIO CALABRIA TRA IL KM 148+000 (IMBOCCO NORD GALLERIA FOSSINO) E IL KM 153+400 (SVINCOLO DI LAINO BORGO)",,0,4,8,37,""
37833,"2010-05-13 00:00:00",41,11,158,0,3869,3828,4014,2,2,"8g","LEGGE 443/2001. CONFERMA DEL FINANZIAMENTO GIA' ASSENTITO CON DELIBERA CIPE N. 110/2004 RELATIVAMENTE AGLI SCHEMI IDRICI REGIONE BASILICATA. CONTURIZZAZIONE UTENZE CIVILI, INDUSTRIALI, AGRICOLE E MISURAZIONE DELL'ACQUA FORNITA.",,0,4,8,38,"RINVIATA CIPE 17/12/2009"
37834,"2010-05-13 00:00:00",42,11,263,0,4050,,,2,0,"9","INFORMATIVA DEL MINISTRO DELLE INFRASTRUTTURE E DEI TRASPORTI: LEGGE 443/2001. METROPOLITANA DI BRESCIA",,0,0,10,0,""
37835,"2010-05-13 00:00:00",43,2,78,39,3971,0,0,2,9,"10a","FONDO STRATEGICO PER IL PAESE A SOSTEGNO DELL'ECONOMIA REALE: INDIVIDUAZIONE E PERIMETRAZIONE ZONA FRANCA URBANA DEL COMUNE DE L’AQUILA E ASSEGNAZIONE DI 45 MILIONI DI EURO (ART. 10, COMMA 1-BIS, LEGGE 77/2009)",,0,4,8,39,""
37836,"2010-05-13 00:00:00",44,2,78,44,3915,0,0,2,9,"10b","DELIBERA INTERPRETATIVA IN ORDINE ALL’ASSEGNAZIONE DI 400 MILIONI DI EURO DI CUI AL PUNTO 2 DELLA DELIBERA CIPE N. 4/2009 (EMERGENZA RIFIUTI IN CAMPANIA)",,0,4,8,40,""
37837,"2010-05-13 00:00:00",45,11,351,35,3978,,,2,10,"11","RIPARTIZIONE DELL’IMPORTO DI 100 MILIONI DI EURO PER INTERVENTI URGENTI DI RISANAMENTO AMBIENTALE NELLE REGIONI EMILIA-ROMAGNA, LIGURIA E TOSCANA COLPITE DA EVENTI METEORICI ECCEZIONALI (ART. 17, COMMA 2-BIS, DECRETO-LEGGE 30 DICEMBRE 2009, N. 195)",,0,4,8,41,""
37838,"2010-05-13 00:00:00",46,10,9,0,3990,0,0,2,0,"12","ASSEGNAZIONE DI 22 MILIONI DI EURO DEL FISR – F. INTEGR. SPEC. PER LA RICERCA (ART. 2, D.LGS 5 GIUGNO 1998, N. 204) AL PROG. “GEMINA – PIANO DI CONSOLID., POTENZ. TECNOLOGICO, AMPLIAM. E SVILUPPO DEL CENTRO EURO-MEDITERRANEO PER I CAMBIAMENTI CLIMATICI”",,0,4,8,42,""
37839,"2010-05-13 00:00:00",47,2,41,0,3939,3343,,2,0,"13","RISORSE FAS REGIONALI. ATTRIBUZIONE ALLE REGIONI E ALLE PROVINCE AUTONOME DELLA II TRANCHE DEL FONDO PREMIALITÀ PER IL CONSOLIDAMENTO DELLA RETE “CONTI PUBBLICI TERRITORIALI” (DELIBERA CIPE N. 1/2006);",,0,0,15,0,""
37840,"2010-05-13 00:00:00",48,8,132,0,3986,,,2,4,"14a","APPROVAZIONE DEL CONTRATTO DI PROGRAMMA “FIAT POWERTRAIN TECHNOLOGIES S.p.A.” (ART. 10, DM 24 GENNAIO 2008)",,0,0,15,0,""
37841,"2010-05-13 00:00:00",49,8,108,0,3987,,,2,4,"14b","APPROVAZIONE DEL CONTRATTO DI PROGRAMMA “IVECO S.p.A.” (ART. 10, DM 24 GENNAIO 2008)",,0,0,15,0,""
37842,"2010-05-13 00:00:00",50,8,131,0,3988,,,2,4,"14c","APPROVAZIONE DEL CONTRATTO DI PROGRAMMA “SEVEL S.p.A.” (ART. 10, DM 24 GENNAIO 2008)",,0,0,15,0,""
37843,"2010-05-13 00:00:00",51,8,151,0,3946,0,0,2,4,"15","REVOCA DEL CONTRATTO DI FILIERA “CON.AV.- CONSORZIO ZOO-AVICUNICOLO SCARL” (DELIBERE CIPE NN. 123/2005 E 152/2007)",,0,4,8,43,"PROPOSTA OK DOCUMENTAZIONE OK  "
37844,"2010-05-13 00:00:00",52,11,299,0,3951,3948,,2,0,"16","ACCANTONAMENTI A FAVORE DEL MINISTERO PER I BENI E LE ATTIVITA' CULTURALI (DELIBERA CIPE N. 114/2009)",,0,0,15,0,""
37845,"2010-05-13 00:00:00",53,11,373,0,3906,0,0,2,12,"17a","MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2009-2011 ED ELENCO ANNUALE DEI LAVORI A CARICO DEI CAPITOLI DI BILANCIO 7340-7341-7344 ESERCIZIO 2009",,0,4,8,44,"FIRMA D'ORDINE DEL MINISTRO"
37846,"2010-05-13 00:00:00",54,11,390,0,3985,,,2,12,"17b","MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI – DIPARTIMENTO PER I TRASPORTI, LA NAVIGAZIONE E I SISTEMI INFORMATICI E STATISTICI. PROGRAMMA TRIENNALE DEI LAVORI 2010-2012",,0,4,8,45,""
37847,"2010-05-13 00:00:00",55,11,384,0,3928,0,0,2,12,"17c","ISTITUTO NAZIONALE DI FISICA NUCLEARE. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2010-2012 ED ELENCO ANNUALE DEI LAVORI  2010",,0,4,8,46,""
37848,"2010-05-13 00:00:00",56,11,385,0,3931,3938,0,2,12,"17d","ISTITUTO POSTETELEGRAFONICI. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2010-2012",,0,4,8,47,""
37849,"2010-05-13 00:00:00",57,11,376,0,3822,3688,0,2,12,"17e","UNIVERSITA' DEGLI STUDI DI GENOVA. PROGRAMMA TRIENNALE DEI LAVORI PUBBLICI 2009-2011",,0,4,8,48,"PER IL TRIENNIO 2010/2012 FASC. 11.382 REG. 3914"
37850,"2010-05-13 00:00:00",58,11,372,0,3737,3930,,2,12,"17F","UNIVERSITA' DEGLI STUDI DEL MOLISE. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2010/2012 ",,0,4,8,49,""
37851,"2010-05-13 00:00:00",59,11,383,0,3921,3968,3972,2,12,"17g","UNIVERSITA' DEGLI STUDI DELLA TUSCIA DI VITERBO. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2010/2012",,0,4,8,50,""
37852,"2010-05-13 00:00:00",60,11,374,0,3795,3901,3941,2,12,"17H","ENTE PARCO NAZIONALE MONTI SIBILLINI. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE  2010/2012 ED ELENCO ANNUALE 2010.",,0,4,8,51,""
37853,"2010-05-13 00:00:00",61,11,389,0,3983,3984,0,2,12,"17i","ENTE PARCO NAZIONALE DEL POLLINO. PROGRAMMA TRIENNALE DELLE OPERE PUBBLICHE 2010/2012 ED ELENCO ANNUALE 2010",,0,4,8,52,""
37854,"2010-05-13 00:00:00",62,14,69,0,3998,0,0,2,21,"18a","RELAZIONE SULL’ATTIVITÀ SVOLTA DAL NARS NEL BIENNIO 2008-2009",,0,4,8,53,""
37855,"2010-05-13 00:00:00",63,2,99,0,3981,,,2,21,"18b","RELAZIONE SUL SISTEMA MONITORAGGIO INVESTIMENTI PUBBLICI (MIP) E CODICE UNICO DI PROGETTO (CUP) RELATIVA AL II SEMESTRE 2009",,0,4,8,54,"LA DELIBERA E' UNICA PER IL 1° e 2° SEMESTRE 2009"
37856,"2010-05-13 00:00:00",64,11,387,0,3947,0,0,2,21,"18c","RELAZIONE DI MONITORAGGIO AL 31 OTTOBRE 2009 DEL PROGRAMMA DI ACCELERAZIONE DEL “PROGRAMMA INFRASTRUTTURE STRATEGICHE” (DELIBERE CIPE NN. 21/2004 E 98/2005)",,0,4,8,55,"TRASMISSIONE DELLA RELAZIONE A FIRMA DEL CAPO DIPARTIMENTO  "
37857,"2010-05-13 00:00:00",65,11,334,0,3909,0,0,2,21,"18d","PIANO NAZIONALE SICUREZZA STRADALE (ART. 32, LEGGE 144/1999): RELAZIONE TECNICA SULLO STATO DI ATTUAZIONE E FABBISOGNO FINANZIARIO. QUARTA RELAZIONE AL PARLAMENTO SULLO STATO DELLA SICUREZZA STRADALE",,0,4,8,56,"PROPOSTA D'ORDINE DEL MINISTRO"
37858,"2010-05-13 00:00:00",66,7,78,0,3832,0,0,2,21,"18e","RELAZIONE AL PARLAMENTO SULL'ATTUAZIONE DELLA POLITICA DI COOPERAZIONE NEL 2008",,0,4,8,57,"LE RELAZIONI SONO DISPONIBILI IN FORMATO CARTACEO PRESSO LA SEGRETERIA CIPE"
37859,"2010-05-13 00:00:00",67,7,64,0,3950,0,0,2,21,"18f","RELAZIONE SULL’AVANZAMENTO DEL ""PROGRAMMA MULTI-REGIONALE PER IL SOSTEGNO DELLE RELAZIONI DEI TERRITORI REGIONALI CON LA CINA”",,0,0,13,0,""
34980,"2001-04-04 00:00:00",1,8,21,,,,,0,0,"0","CONTRATTO PROGRAMMA PIRELLI CAVI (2° AGGIORNAMENTO)",4,0,4,8,0,""
34981,"2001-04-04 00:00:00",2,2,3,,,,,0,0,"0","RELAZIONE 2000 E ATTIVITA' 2001 DELLA COMMISSIONE TECNICA SPESA PUBBLICA",2,0,4,8,0,""
34982,"2001-04-04 00:00:00",3,2,4,,,,,0,0,"0","AZIONI INNOVATIVE FESR  ALIQUOTE  FINANZ. PUBBLICO NAZIONALE",1,0,4,13,0,""
34983,"2001-04-04 00:00:00",4,2,5,,,,,0,0,"0","MIP - RETE NUCLEI VALUTAZIONE - RIPARTO RISORSE 2001",0,0,4,8,0,""
34984,"2001-04-04 00:00:00",5,2,6,,,,,0,0,"0","RISORSE AREE DEPRESSE: MODIFICA DELIBERA 138/2000",2,0,4,8,0,""
34985,"2001-04-04 00:00:00",6,6,2,,,,,0,0,"0","RELAZIONE STATO ATTUAZIONE INTERVENTI URGENTI SETTORE ZOOTECNIA ANNO 1999  (ANCHE ANNI 1997 e 1998)",4,0,4,13,0,""
34986,"2001-04-04 00:00:00",7,7,1,,,,,0,0,"0","ASSEGNAZIONE RISORSE PROGETTI PILOTA DI SUPPORTO ALLA CREAZIONE E ALLO SVILUPPO DI IMPRESE (IPI)",2,0,4,8,0,""
34987,"2001-04-04 00:00:00",8,8,0,,,,,0,0,"0","SITUAZIONE FINANZIARIA CONTRATTI PROGRAMMA",4,0,4,13,0,""
34988,"2001-04-04 00:00:00",9,8,15,,,,,0,0,"0","""PROCEDURE CONTRATTI D'AREA"": MODIFICA DELIBERA 9/7/1998 ",4,0,4,8,0,""
34989,"2001-04-04 00:00:00",10,8,18,,,,,0,0,"0","RELAZIONI 2° SEM 2000 SULLE EROGAZIONI DELLA CASSA DEPOSITI E PRESTITI SU PATTI TERRITORIALI  CONTRATTI D'AREA",4,0,4,13,0,""
34990,"2001-04-04 00:00:00",11,1,1,,,,,0,0,"0","ISTITUZIONE VII COMMISSIONE",1,0,4,8,0,""
34991,"2001-04-04 00:00:00",12,8,20,,,,,0,0,"0","INTESE ISTITUZIONALI DI PROGRAMMA VENETO, FRIULI E VALLE D'AOSTA ",3,0,4,8,0,""
34992,"2001-04-04 00:00:00",13,16,1,,,,,0,0,"0","TERREMOTO 1980/81 - L. 32/92 E SUCCESSIVE - ASSEGNAZIONE RISORSE AI  COMUNI INTERESSATI",3,0,4,8,0,""
34993,"2001-04-04 00:00:00",14,8,22,,,,,0,0,"0","CONTRATTO PROGRAMMA ""IL BERGAMOTTO""",4,0,4,8,0,""
34994,"2001-04-04 00:00:00",15,8,23,,,,,0,0,"0","CONTRATTO PROGRAMMA CONSORZIO LATTE SARDEGNA",4,0,4,8,0,""
34995,"2001-04-04 00:00:00",16,8,24,,,,,0,0,"0","CONTRATTO PROGRAMMA CONSORZIO CTM (CENTRO TESSILE MERIDIONALE)",4,0,4,8,0,""
34996,"2001-04-04 00:00:00",17,14,1,,,,,0,0,"0","TARIFFE IDRICHE 2001",3,0,4,8,0,""
34997,"2001-04-04 00:00:00",18,14,2,,,,,0,0,"0","RELAZIONE NARS 2000",3,0,4,8,0,""
34998,"2001-04-04 00:00:00",19,11,3,,,,,0,0,"0","SCHEMA CONTRATTO PROGRAMMA FS S.p.A.",5,0,4,8,0,""
34999,"2001-04-04 00:00:00",20,11,7,,,,,0,0,"0","L. 641/96 -  INTERVENTI STRADE PROVINCIALI (DEL. 4/8/2000) - 2° PROPOSTA ",5,0,4,8,0,""
35000,"2001-04-04 00:00:00",21,11,8,,,,,0,0,"0","RISORSE IDRICHE - L. 36/94 RIPARTO FONDI 1999/2000 - ",5,0,4,8,47,""
35001,"2001-04-04 00:00:00",22,15,1,,,,,0,0,"0","COMUNICATO PREZZI FARMACI",3,0,4,8,0,""
35002,"2001-04-04 00:00:00",23,8,19,,,,,0,0,"0","ATTI DI INDIRIZZO SULLA REGIONALIZZAZ. STRUMENTI PROGRAMMAZ. NEGOZIATA PER SVILUPPO LOCALE ",2,0,4,3,0,""
37982,"2010-07-22 00:00:00",1,11,102,0,,,,0,2,"1","Legge 443/2001. Approvazione progetto definitivo della tratta T3 della Linea C della Metropolitana di Roma ",,0,4,8,60,""
37983,"2010-07-22 00:00:00",2,11,77,0,,,,0,2,"2","Legge 443/2001. Esame situazione interventi programma Grandi Stazioni",,0,4,8,61,""
37984,"2010-07-22 00:00:00",3,11,199,0,,,,0,2,"3","Legge 443/2001. Approvazione progetto definitivo del Raccordo autostradale Campogalliano – Sassuolo",,0,4,8,62,""
37985,"2010-07-22 00:00:00",4,14,50,0,,,,0,17,"4","Parere su atto aggiuntivo convenzione tra ANAS e Autovie Venete.",,0,4,8,63,""
37986,"2010-07-22 00:00:00",5,11,351,0,,,,0,10,"5","Fondo infrastrutture: assegnazioni per contratti di programma ANAS e RFI",,0,4,8,64,""
37987,"2010-07-22 00:00:00",6,11,395,0,,,,0,2,"6","Parere sul contratto di programma 2010 e presa d’atto della rimodulazione del contratto di programma 2009 fra il Ministero delle infrastrutture e dei trasporti e ANAS ",,0,4,8,65,""
37988,"2010-07-22 00:00:00",7,14,52,0,,,,0,11,"7","Contratto di programma e di servizio 2007-2009 tra il Ministero delle infrastrutture e dei trasporti, il Ministero dell’economia e delle finanze, il Ministero della difesa e ENAV",,0,4,8,66,""
37989,"2010-07-22 00:00:00",8,0,0,0,,,,0,0,"8","Parere sulla misura effettiva delle anticipazioni tariffarie dei diritti aeroportuali di imbarco passeggeri",,0,3,15,0,""
37990,"2010-07-22 00:00:00",9,11,351,38,,,,0,23,"9","Rettifica della delibera CIPE n. 32/2010 di approvazione del Piano straordinario stralcio di interventi urgenti sul patrimonio scolastico ",,0,4,8,67,""
37991,"2010-07-22 00:00:00",10,2,78,49,,,,0,9,"10","Modifica copertura finanziaria delibera CIPE n. 117/2009 di assegnazione risorse del Fondo strategico per il Paese a sostegno dell’economia reale per il finanziamento di interventi di risanamento ambientale",,0,4,8,68,""
37992,"2010-07-22 00:00:00",11,11,165,0,,,,0,0,"11","Rimodulazione del Programma di completamento del Piano irriguo nazionale delle Regioni centro settentrionali (delibera CIPE n. 75/2006) ",,0,4,8,69,"Normativa di riferimento Legge 350/2003-Programma di completamento del Piano irriguo nazionale delle Regioni centro settentrionali - delibera CIPE 75/2006"
37993,"2010-07-22 00:00:00",12,7,55,0,4048,4053,,0,30,"12","Modifica del riparto delle risorse assegnate al Fondo rotativo per il sostegno alle imprese e gli investimenti in ricerca (delibera CIPE n. 38/2008)",,0,4,15,0,""
37994,"2010-07-22 00:00:00",13,1,15,0,,,,0,21,"13","Relazione sull’attività svolta nell’anno 2009 dall’Unità Tecnica Finanza di Progetto",,0,4,8,70,""
37995,"2010-07-22 00:00:00",14,12,80,0,,,,0,6,"14","Relazione sullo stato di attuazione al 31 dicembre 2009 del programma di investimenti in edilizia sanitaria (art. 20, legge n. 67/1988)",,0,4,13,0,"RELAZIONE"
37996,"2010-07-22 00:00:00",15,14,73,0,,,,0,17,"15","Schema di convenzione relativo all’itinerario Ragusa – Catania",,0,4,8,71,""
37997,"2010-07-22 00:00:00",16,14,34,0,,,,0,17,"16","Atto aggiuntivo alla convenzione Bre.Be.Mi.",,0,4,8,72,""
37998,"2010-07-22 00:00:00",17,11,319,0,,,,0,2,"17","Legge 443/2001. Variante alla S.S. 639 (Lecco): approvazione del progetto definitivo del Lotto “San Gerolamo” – Tronco Bergamo ",,0,4,8,73,""
37999,"2010-07-22 00:00:00",18,8,163,0,,,,0,4,"18","Esame della proposta di revisione con rimodulazione del contratto di programma ST Microelectronics (ora Numonyx Italy)",,0,4,8,74,""
38000,"2010-07-22 00:00:00",19,11,72,0,,,,0,2,"19","Legge 443/2001.  Acquedotto Gela Aragona: variazione del soggetto aggiudicatore ",,0,4,8,75,""
38001,"2010-07-22 00:00:00",20,11,73,0,,,,0,2,"20","Legge 443/2001. Acquedotto Favara di Burgio: variazione del soggetto aggiudicatore",,0,4,8,76,""
38002,"2010-07-22 00:00:00",21,11,375,0,,,,0,0,"","Compensi ai commissari straordinari",,0,4,8,77,"Varie ed eventuali"
38003,"2010-07-22 00:00:00",22,11,79,0,,,,0,2,"","Informativa sulla Tirrenica meridionale",,0,4,10,0,"Varie ed eventuali"
38004,"2010-07-22 00:00:00",23,14,63,0,,,,0,17,"23","Schema di convenzione unica tra ANAS e Società Autostrada Tirrenica S.p.A. ",,0,4,8,78,"Varie ed eventuali"
35307,"2009-06-26 00:00:00",1,11,343,,,,,1,12,"1A","PROGRAMMI TRIENNALI OPERE PUBBLICHE 2009-2011: MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI – DIPARTIMENTO PER I TRASPORTI TERRESTI, LA NAVIGAZIONE ED I SISTEMI INFORMATIVI E STATISTICI",2,0,4,8,26,""
35308,"2009-06-26 00:00:00",2,11,337,,,,,1,12,"1B","PROGRAMMI TRIENNALI OPERE PUBBLICHE 2009-2011: ENTE PARCO NAZIONALE DELLE CINQUE TERRE",2,0,4,8,27,""
35309,"2009-06-26 00:00:00",3,11,345,,,,,1,0,"2","INTERVENTI NEL SETTORE DEI SISTEMI DI TRASPORTO RAPIDO DI MASSA (LEGGE 211/1992): RIMODULAZIONE INTERVENTI E UTILIZZO ECONOMIE DI GARA",2,0,4,8,28,""
35310,"2009-06-26 00:00:00",4,8,111,,,,,1,4,"3A","CONTRATTI DI PROGRAMMA DI COMPETENZA DEL MINISTERO DELLO SVILUPPO ECONOMICO: CONTRATTO DI PROGRAMMA “CONSORZIO TIRRENO SVILUPPO”: RICHIESTA DI RIMODULAZIONE SOCIETA’ CONSORZIATA “MANNARINO & PERRICONE""",3,0,4,8,29,""
35311,"2009-06-26 00:00:00",5,8,182,,,,,1,4,"3B","CONTRATTI DI PROGRAMMA DI COMPETENZA DEL MINISTERO DELLO SVILUPPO ECONOMICO: CONTRATTO DI PROGRAMMA “CONSORZIO AGROALIMENTARE BASSO FERRARESE S.c.a.r.l.”: PROPOSTA DI AGGIORNAMENTO DEL PROGRAMMA DI INVESTIMENTI",3,0,4,8,30,""
35312,"2009-06-26 00:00:00",6,10,7,,,,,1,0,"4","RELAZIONE SULLO STATO DI ATTUAZIONE DEGLI INVESTIMENTI PER LA RICERCA FINANZIATI CON IL FONDO PER LE AREE SOTTOUTILIZZATE NEL PERIODO 2002-2006",1,0,4,8,31,""
35313,"2009-06-26 00:00:00",7,7,74,,,,,1,0,"5","RELAZIONE AL PARLAMENTO SULL’ATTUAZIONE DELLA POLITICA DI COOPERAZIONE NEL 2007",3,0,4,8,32,""
35314,"2009-06-26 00:00:00",8,1,13,,,,,1,0,"6","RELAZIONE SULL’ATTIVITA’ SVOLTA DALL’UNITA’ TECNICA FINANZA DI PROGETTO NEL 2008 (DELIBERA CIPE N.80 DEL 1999)",0,0,4,8,33,""
35315,"2009-06-26 00:00:00",9,2,75,,,,,1,0,"7","RELAZIONE SEMESTRALE SUL SISTEMA MONITORAGGIO INVESTIMENTI PUBBLICI E CODICE UNICO DI PROGETTO (LEGGE N.144/1999): SECONDO SEMESTRE 2008",2,0,4,8,34,""
