"Codice_Delibera","Data_Delibera","Numero_Delibera","Numero_Verbale","Codice_Settore","Codice_Tipologia","Finanziamento","Codice_Funzionario","Codice_Funzionario2","Codice_Funzionario3","Data_Consegna","Consegna_Scheda","Nota_Consegna","Codice_Direttore","Data_DirettoreInvio","Data_DirettoreRitorno","Nota_Direttore","Invio_Ragioneria","Data_RagioneriaInvio","Data_RagioneriaRitorno","Nota_Ragioneria","Invio_Mef","Data_MefInvio","Data_MefPec","Data_MefRitorno","Osservazioni_Mef","Nota_Mef","Codice_Segretario","Data_SegretarioInvio","Data_SegretarioRitorno","Nota_Segretario","Codice_Presidente","Data_PresidenteInvio","Data_PresidenteRitorno","Nota_Presidente","Codice_Ufficio","Codice_Ufficio2","Codice_Ufficio3","Codice_StatoDelibera","Argomento","Nota_CC","Tipo_DocumentoCC","Numero_InvioCC","Data_InvioCC","Numero_RilievoCC","Data_RilievoCC","Numero_RispostaCC","Data_RispostaCC","Tipo_Rilievo","Nota_RilievoCC","Tipo_DocumentoCC2","Numero_RilievoCC2","Data_RilievoCC2","Numero_RispostaCC2","Data_RispostaCC2","Tipo_Rilievo2","Nota_RilievoCC2","Tipo_DocumentoCC3","Numero_RilievoCC3","Data_RilievoCC3","Numero_RispostaCC3","Data_RispostaCC3","Tipo_Rilievo3","Nota_RilievoCC3","Data_ConferenzaStatoRegioni","Numero_ConferenzaStatoRegioni","Nota_ConferenzaStatoRegioni","File_ConferenzaStatoRegioni","A_Data_ConferenzaStatoRegioni","A_Numero_ConferenzaStatoRegioni","A_Nota_ConferenzaStatoRegioni","A_File_ConferenzaStatoRegioni","Data_ConferenzaUnificata","Numero_ConferenzaUnificata","Nota_ConferenzaUnificata","File_ConferenzaUnificata","A_Data_ConferenzaUnificata","A_Numero_ConferenzaUnificata","A_Nota_ConferenzaUnificata","A_File_ConferenzaUnificata","Data_CommissioneParlamentare","Numero_CommissioneParlamentare","Nota_CommissioneParlamentare","File_CommissioneParlamentare","A_Data_CommissioneParlamentare","A_Numero_CommissioneParlamentare","A_Nota_CommissioneParlamentare","A_File_CommissioneParlamentare","Data_Parlamento","Nota_Parlamento","File_Parlamento","Registro_RegistrazioneCC","Foglio_RegistrazioneCC","Data_RegistrazioneCC","Numero_InvioGU","Data_InvioGU","Tipo_GU","Numero_GU","Data_GU","Nota_GU","Numero_EC","Data_EC","Numero_Co","Data_Co","Allegato_1","Allegato_2","Allegato_3","Tipo_Registrazione","Tipo_Pubblicazione","Inviata_Ragioneria","Nota_Cipe","Nota_ServizioCipe","Giorni_RilievoCC","Giorni_RilievoCC2","Giorni_RilievoCC3"
1763,"2009-06-26 00:00:00",34,0,0,0,0,10,,,"2009-07-08 00:00:00",FALSE,"",7,"2009-07-08 00:00:00","2009-07-17 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-17 00:00:00","2009-07-17 00:00:00","",14,"2009-07-17 00:00:00","2009-08-06 00:00:00","",22,,,,"RELAZIONE SEMESTRALE SUL SISTEMA MONITORAGGIO INVESTIMENTI PUBBLICI E CODICE UNICO DI PROGETTO (LEGGE N. 144/1999): SECONDO SEMESTRE 2008","",0,"",,"",,"",,0,"",0,"",,"",,0,"",0,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"","",,,,0,,,"",,,,,"","","",1,1,FALSE,"",,,,
1764,"2009-06-26 00:00:00",35,0,0,2,0,22,,,"2009-07-28 00:00:00",FALSE,"",7,"2009-07-29 00:00:00","2009-07-29 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-29 00:00:00","2009-07-29 00:00:00","",14,"2009-08-03 00:00:00","2009-09-09 00:00:00","",23,0,0,,"FONDO STRATEGICO PER IL PAESE A SOSTEGNO DELL’ECONOMIA REALE: ASSEGNAZIONE DI RISORSE PER IL FINANZIAMENTO DEGLI INTERVENTI DI RICOSTRUZIONE E DELLE ALTRE MISURE DI CUI AL DL 28 APRILE 2009 N. 39, ART.14, COMMA 1 (EVENTI SISMICI REGIONE ABRUZZO)","",,"3813","2009-09-10 00:00:00","147","2009-10-08 00:00:00","",,2,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","110","2009-10-08 00:00:00","4287","2009-10-12 00:00:00",0,"243","2009-10-19 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1765,"2009-06-26 00:00:00",36,0,0,2,0,22,10,10,"2009-07-28 00:00:00",FALSE,"",7,"2009-07-29 00:00:00","2009-07-29 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,"RICHIESTE MODIFICHE DAL MEF IN DATA 9/9/2009",6,"2009-07-29 00:00:00","2009-07-29 00:00:00","",14,"2009-09-16 00:00:00","2009-10-29 00:00:00","",23,0,0,,"FONDO STRATEGICO PER IL PAESE A SOSTEGNO DELL’ECONOMIA REALE: ASSEGNAZIONE DI RISORSE PER SITUAZIONI DI CRISI, TRA CUI GLI STABILIMENTI FIAT DI POMIGLIANO D’ARCO E TERMINI IMERESE (MINISTERO DELLO SVILUPPO ECONOMICO)",,,"4645","2009-11-02 00:00:00","163","2009-11-11 00:00:00","5447-P","2009-12-10 00:00:00",0,"",,"187","2009-12-15 00:00:00","",,2,"",,"",,"",,0,"","2009-11-12 00:00:00","613","",,"2009-12-09 00:00:00","5427","",,,,"",,,,"",,,,"",,,,"",,,"",,"6","117","2009-12-15 00:00:00","5629","2009-12-18 00:00:00",0,"302","2009-12-30 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1766,"2009-06-26 00:00:00",37,0,0,0,0,30,10,10,"2009-07-17 00:00:00",FALSE,"",7,"2009-07-17 00:00:00","2009-07-17 00:00:00","",FALSE,,,"",FALSE,"2009-07-17 00:00:00",,"2009-10-28 00:00:00",FALSE,"RICHIESTE MODIFICHE DAL MEF IN DATA 5/8/2009",6,"2009-10-28 00:00:00","2009-10-28 00:00:00","",14,"2009-10-28 00:00:00","2009-10-28 00:00:00","",21,0,0,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE: ITINERARIO AGRIGENTO CALTANISSETTA A19. PROGETTO DEFINITIVO ADEGUAMENTO A QUATTRO CORSIE DELLA S.S. 640 “PORTO EMPEDOCLE” – TRATTO DAL KM 44+000 AL KM 74+300 E SVINCOLO PER LA A19",,,"4646","2009-11-02 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","235","2009-12-22 00:00:00","5763","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","",,,,,"E090037allegato1.doc","E090037allegato2.doc","",0,0,FALSE,"","",,,
1767,"2009-06-26 00:00:00",38,0,0,0,0,19,10,10,"2009-08-05 00:00:00",FALSE,"",7,"2009-08-05 00:00:00","2009-08-05 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-08-05 00:00:00","2009-08-06 00:00:00","",14,"2009-08-07 00:00:00","2009-09-21 00:00:00","",21,,,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE: AUTOSTRADA A3 SALERNO-REGGIO CALABRIA: PROGETTO ESECUTIVO COMPLETAMENTO DEI LAVORI DI AMMODERNAMENTO E ADEGUAMENTO DEL TRONCO 3° - TRATTO 2° LOTTO 3° - STRALCIO DAL KM 369+800 AL KM 378+500","",,"4072","2009-09-28 00:00:00","156","2009-11-03 00:00:00","",,2,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","209","2009-11-03 00:00:00","4872","2009-11-11 00:00:00",0,"271","2009-11-20 00:00:00","",,,,,"","","",0,0,FALSE,"",,,,
1768,"2009-06-26 00:00:00",39,0,0,0,0,19,10,10,"2009-08-05 00:00:00",FALSE,"",7,"2009-08-05 00:00:00","2009-08-05 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-08-05 00:00:00","2009-08-06 00:00:00","",14,"2009-08-07 00:00:00","2009-09-21 00:00:00","",21,,,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE: AUTOSTRADA A3 SALERNO- REGGIO CALABRIA: PROGETTO ESECUTIVO AMMODERNAMENTO E ADEGUAMENTO DEL TRONCO 3° - TRATTO 2° - LOTTO 2° DAL KM 382+475 AL KM 383+000 INCLUSO SVINCOLO DI ROSARNO","",,"4073","2009-09-28 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","182","2009-10-30 00:00:00","4710","2009-11-03 00:00:00",0,"265","2009-11-13 00:00:00","",,,,,"","","",0,0,FALSE,"",,,,
1769,"2009-06-26 00:00:00",40,0,0,0,0,17,,,"2009-07-24 00:00:00",FALSE,"",7,"2009-07-27 00:00:00","2009-07-27 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-27 00:00:00","2009-07-27 00:00:00","",14,"2009-08-03 00:00:00","2009-09-09 00:00:00","",21,0,0,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE: PROGETTO DEFINITIVO PROLUNGAMENTO DELLA LINEA 1 – METROPOLITANA DI TORINO TRATTO 4 LINGOTTO BENGASI","",,"3816","2009-09-10 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","111","2009-10-08 00:00:00","4288","2009-10-12 00:00:00",0,"243","2009-10-19 00:00:00","","257","2009-11-04 00:00:00",,,"E090040allegato1.doc","E090040allegato2.doc","E090040allegato3.doc",0,0,FALSE,"",,,,
1770,"2009-06-26 00:00:00",41,0,0,0,0,30,10,10,"2009-09-07 00:00:00",FALSE,"",7,"2009-09-08 00:00:00","2009-09-15 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-09-15 00:00:00","2009-09-15 00:00:00","",14,"2009-09-16 00:00:00","2009-10-29 00:00:00","",21,0,0,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE (LEGGE N. 443/2001): INTERPORTO TERMINI IMERESE - PROGETTO PRELIMINARE ",,,"4647","2009-11-02 00:00:00","181","2009-11-25 00:00:00","5509-P","2009-12-14 00:00:00",1,"",,"194","2009-12-22 00:00:00","",,2,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","242","2009-12-22 00:00:00","5764","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","",,,,,"E090041allegato.doc","","",0,0,FALSE,"","",,,
1771,"2009-06-26 00:00:00",43,0,0,0,0,19,10,10,"2009-07-17 00:00:00",FALSE,"",7,"2009-07-17 00:00:00","2009-07-17 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,"",6,"2009-07-17 00:00:00","2009-07-17 00:00:00","",14,"2009-07-17 00:00:00","2009-10-30 00:00:00","",21,0,0,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE: PROGETTO DEFINITIVO GALLERIA DI SICUREZZA TRAFORO AUTOSTRADALE DEL FREJUS",,,"4648","2009-11-02 00:00:00","179","2009-11-25 00:00:00","5587-P","2009-12-16 00:00:00",1,"",,"191","2009-12-23 00:00:00","80-P","2010-01-12 00:00:00",1,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","41","2010-01-19 00:00:00","478-P","2010-02-03 00:00:00",0,"32","2010-02-09 00:00:00","",,,,,"E090043allegato1.doc","E090043allegato2.doc","E090043allegato3.doc",0,0,FALSE,"RICHIESTE MODIFICHE DAL MEF IN DATA 5/8/2009 - RECEPITE LE MODIFICHE (CARTEGGIO VIA MAIL 14 SETTEMBRE) E INVIATO SCHEMA CORRETTO ALLA FIRMA DEL PRESIDENTE IL 29 SETTEMBRE A SEGUITO DI NULLA OSTA MEF IN PARI DATA. ","",,,
1772,"2009-06-26 00:00:00",47,0,0,0,0,22,,,"2009-07-13 00:00:00",FALSE,"",7,"2009-07-14 00:00:00","2009-07-17 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-17 00:00:00","2009-07-17 00:00:00","",14,"2009-07-17 00:00:00","2009-08-06 00:00:00","",23,21,0,,"FONDO INFRASTRUTTURE: ASSEGNAZIONE DI RISORSE A FAVORE DELLA REGIONE ABRUZZO PER INTERVENTI IN MATERIA DI EDILIZIA SCOLASTICA A SEGUITO DEGLI EVENTI SISMICI VERIFICATISI NEL MESE DI APRILE 2009 (ART. 4, COMMA 4, D.L. N. 39/2009)",,,"3743-P","2009-09-04 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","57","2009-09-30 00:00:00","4160","2009-10-02 00:00:00",0,"234","2009-10-08 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1773,"2009-06-26 00:00:00",48,0,0,1,0,30,10,10,"2009-08-05 00:00:00",FALSE,"",7,"2009-08-05 00:00:00","2009-09-29 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,"RICHIESTE MODIFICHE DA MEF IN DATA 23/9/2009",6,"2009-09-29 00:00:00","2009-09-29 00:00:00","",14,"2009-09-29 00:00:00","2009-10-29 00:00:00","",21,0,0,,"FONDO INFRASTRUTTURE: PROGETTO PRELIMINARE SCUOLA EUROPEA DI PARMA","",,"4650","2009-11-02 00:00:00","193","2009-12-22 00:00:00","233-P","2010-01-21 00:00:00",1,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"1","90","2010-01-27 00:00:00","387","2010-01-29 00:00:00",0,"29","2010-02-05 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1774,"2009-06-26 00:00:00",49,0,0,1,0,22,,,"2009-07-20 00:00:00",FALSE,"",7,"2009-07-21 00:00:00","2009-07-21 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-21 00:00:00","2009-07-21 00:00:00","",14,"2009-08-07 00:00:00","2009-09-09 00:00:00","",23,21,0,,"FONDO INFRASTRUTTURE: ASSEGNAZIONE DI RISORSE A FAVORE DEL MINISTERO DELL’INTERNO PER I LAVORI DI RISTRUTTURAZIONE DEL PALAZZO DEI MINISTERI E DELL’ARANCIAIA, NELLA CITTA’ DI PARMA, DESTINATI A NUOVI SEDI DI UFFICI DEI CARABINIERI","",,"3814","2009-09-10 00:00:00","144","2009-10-02 00:00:00","",,2,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","67","2009-10-02 00:00:00","4230","2009-10-07 00:00:00",0,"237","2009-10-12 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1775,"2009-06-26 00:00:00",50,0,0,1,0,22,,,"2009-07-20 00:00:00",FALSE,"",7,"2009-07-21 00:00:00","2009-07-21 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-21 00:00:00","2009-07-21 00:00:00","",14,"2009-08-07 00:00:00","2009-09-09 00:00:00","",23,21,0,,"FONDO INFRASTRUTTURE: INFRASTRUTTURE PER LA MOBILITA’ SOSTENIBILE  - SISTEMI DI TRASPORTO LACUALE","",,"3815","2009-09-10 00:00:00","145","2009-10-02 00:00:00","",,2,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","68","2009-10-02 00:00:00","4231","2009-10-07 00:00:00",0,"237","2009-10-12 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1776,"2009-06-26 00:00:00",44,0,0,0,0,36,,,"2009-07-10 00:00:00",FALSE,"",7,"2009-07-14 00:00:00","2009-07-17 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-17 00:00:00","2009-07-17 00:00:00","",14,"2009-07-17 00:00:00","2009-08-06 00:00:00","",21,0,0,,"AEROPORTO GALILEO GALILEI DI PISA: CONTRATTO DI PROGRAMMA ENAC-SAT 2009-2012",,,"3610-P","2009-08-12 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","34","2009-09-18 00:00:00","4004","2009-09-22 00:00:00",0,"226","2009-09-29 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1777,"2009-06-26 00:00:00",45,0,0,0,0,36,,,"2009-07-17 00:00:00",FALSE,"",7,"2009-07-17 00:00:00","2009-07-17 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-07-17 00:00:00","2009-07-17 00:00:00","",14,"2009-07-17 00:00:00","2009-08-06 00:00:00","",21,0,0,,"AEROPORTO DI NAPOLI CAPODICHINO: CONTRATTO DI PROGRAMMA ENAC-GESAC 2009-2012",,,"3609-P","2009-08-12 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","35","2009-09-18 00:00:00","4006","2009-09-22 00:00:00",0,"227","2009-09-30 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1778,"2009-06-26 00:00:00",51,0,0,0,0,30,10,10,"2009-08-06 00:00:00",FALSE,"",7,"2009-08-06 00:00:00","2009-08-06 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,"",6,"2009-08-06 00:00:00","2009-08-06 00:00:00","",14,"2009-08-07 00:00:00","2009-10-29 00:00:00","",21,0,0,,"FONDO INFRASTRUTTURE: QUADRO DETTAGLIATO DEGLI INTERVENTI (DELIBERA CIPE 10/2009)","",0,"4651","2009-11-02 00:00:00","169","2009-11-24 00:00:00","5354-P","2009-12-03 00:00:00",1,"",0,"",,"",,0,"",0,"",,"",,0,"",,,"",,,,"",,"2009-11-12 00:00:00","611","protocollo Segreteria Miccichè",,"2010-07-19 00:00:00","3205","",,"2009-12-17 00:00:00","658-659","",,,,"",,,"",,"6","123","2009-12-17 00:00:00","5765","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","LA PUBBLICAZIONE IN G.U. VA ACCOMPAGNATA DA UN COMUNICATO - IN CARTELLA DELIBERE ",,,,,"","","",0,0,FALSE,"MEF RICHIESTO MODIFICHE IN DATA 24/9/2009 - RECEPITE MODIFICHE E REINVIATA ALLA FIRMA DI TREMONTI","PER L'INVIO ALLA CORTE ATTENDERE IL PARERE DELLE COMMISSIONI",,,
1779,"2009-06-26 00:00:00",46,0,0,0,0,35,10,10,"2009-07-29 00:00:00",FALSE,"",7,"2009-07-29 00:00:00","2009-10-01 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,"RICHIESTE MODIFICHE DA MEF IN DATA  9/9/2009",6,"2009-10-01 00:00:00","2009-10-02 00:00:00","",14,"2009-10-05 00:00:00","2009-10-29 00:00:00","",21,0,0,,"CONTRATTO DI PROGRAMMA 2009 TRA L’ANAS E IL MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI","",,"4649","2009-11-02 00:00:00","206","2009-12-29 00:00:00","",,2,"MIT RISPOSTO A C.C. CON NOTA 915 DEL 22/2/2010 (DIPE 828-A DEL 1/3/2010) - MIT INVIATO A C.C. DOCUMENTI INTEGRATIVI  CON NOTA 2081 DEL 19/4/2010 (DIPE 1840-A DEL 28/4/2010)",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","384","2009-12-29 00:00:00","5791","2009-12-30 00:00:00",0,"6","2010-01-09 00:00:00","",,,,,"","","",0,0,FALSE,"",,,,
1780,"2009-07-15 00:00:00",52,0,0,0,0,30,10,10,"2009-09-02 00:00:00",FALSE,"",7,"2009-10-08 00:00:00","2009-10-08 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,37,"2009-10-08 00:00:00","2009-10-08 00:00:00","",5,"2009-10-09 00:00:00","2009-10-12 00:00:00","",21,0,0,,"LEGGE N. 443/2001 – ALLEGATO OPERE INFRASTRUTTURALI AL DOCUMENTO DI PROGRAMMAZIONE ECONOMICO-FINANZIARIA (DPEF) 2010-2013",,,"4652","2009-11-02 00:00:00","174","2009-11-25 00:00:00","5582-P","2009-12-16 00:00:00",1,"",,"",,"",,0,"",,"",,"",,0,"",,,"",,,,"",,"2009-11-12 00:00:00","611","protocollo Segreteria Miccichè",,"2010-07-19 00:00:00","3205","",,"2009-12-17 00:00:00","658-659","",,,,"",,,"",,"6","143","2009-12-21 00:00:00","5766","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","",,,,,"E090052allegato.pdf","","",0,0,FALSE,"","",,,
1781,"2009-07-31 00:00:00",53,0,0,0,0,17,10,10,"2009-10-16 00:00:00",FALSE,"",7,"2009-10-16 00:00:00","2009-10-16 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-10-16 00:00:00","2009-10-16 00:00:00","",5,"2009-10-21 00:00:00","2009-10-30 00:00:00","",21,,,,"INTERVENTI NEL SETTORE DEI SISTEMI DI TRASPORTO RAPIDO DI MASSA (LEGGE N. 211/1992): PIANO DI RIPARTO DEI FONDI EX ART. 63 DEL DL N. 112/2008, CONVERTITO NELLA LEGGE N. 133/2008","",,"4676","2009-11-02 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","236","2009-12-22 00:00:00","5767","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","",,,,,"","","",0,0,FALSE,"",,,,
1782,"2009-07-31 00:00:00",54,0,0,0,0,10,10,10,"2009-10-01 00:00:00",FALSE,"",7,"2009-10-01 00:00:00","2009-10-01 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-10-01 00:00:00","2009-10-02 00:00:00","",5,"2009-10-05 00:00:00","2009-10-07 00:00:00","",21,0,0,,"PROGRAMMA DELLE INFRASTRUTTURE STRATEGICHE (LEGGE N. 443/2001) - FERROVIA CIRCUMVESUVIANA LINEA TORRE ANNUNZIATA - POMPEI INTERRAMENTO STAZIONE DI POMPEI E COMPLETAMENTO RADDOPPIO BINARIO (CUP C61C06000100003) FINANZIAMENTO",,,"4267","2009-10-09 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","261","2009-11-11 00:00:00","4901","2009-11-12 00:00:00",0,"273","2009-11-23 00:00:00","",,,,,"E090054allegato.doc","","",0,0,FALSE,"","",,,
1783,"2009-07-31 00:00:00",55,0,0,0,0,19,10,10,"2009-10-01 00:00:00",FALSE,"",7,"2009-10-01 00:00:00","2009-10-01 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-10-01 00:00:00","2009-10-02 00:00:00","",5,"2009-10-05 00:00:00","2009-10-07 00:00:00","",21,0,0,,"PROGRAMMA INFRASTRUTTURE STRATEGICHE (LEGGE 443/2001) BRETELLA MONTE S.ANGELO COLLEGAMENTO SU FERRO TRA LE LINEE CIRCUMFLEGREA E CUMANA A SERVIZIO DELLA CITTA’ UNIVERSITARIA MONTE SANT’ANGELO - TRATTA PARCO SAN PAOLO – VIA TERRACINA - FINANZIAMENTO",,,"4268","2009-10-09 00:00:00","178","2009-11-25 00:00:00","5586-P","2009-12-16 00:00:00",1,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","239","2009-12-22 00:00:00","5768","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","",,,,,"E090055allegato.doc","","",0,0,FALSE,"","",,,
1784,"2009-07-31 00:00:00",56,0,0,1,0,22,10,10,"2009-10-06 00:00:00",FALSE,"",7,"2009-10-06 00:00:00","2009-10-06 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,"",6,"2009-10-06 00:00:00","2009-10-06 00:00:00","",5,"2009-10-06 00:00:00","2009-10-07 00:00:00","",21,23,0,,"FONDO INFRASTRUTTURE - FERROVIE SUD-EST: AUTOMAZIONE DEI PASSAGGI A LIVELLO",,,"4417-P","2009-10-16 00:00:00","172","2009-11-25 00:00:00","5580-P","2009-12-16 00:00:00",1,"",,"199","2009-12-23 00:00:00","",,2,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","279","2009-12-23 00:00:00","5792","2009-12-30 00:00:00",0,"6","2010-01-09 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1785,"2009-07-31 00:00:00",57,0,0,1,0,22,10,10,"2009-10-02 00:00:00",FALSE,"",7,"2009-10-02 00:00:00","2009-10-05 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-10-05 00:00:00","2009-10-06 00:00:00","",5,"2009-10-06 00:00:00","2009-10-07 00:00:00","",21,0,0,,"FONDO INFRASTRUTTURE - FERROVIE SUD-EST: INQUINAMENTO ACUSTICO LUNGO LE LINEE FERROVIARIE","",,"4414-P","2009-10-16 00:00:00","173","2009-11-25 00:00:00","5581-P","2009-12-16 00:00:00",1,"",,"200","2009-12-23 00:00:00","",,2,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","280","2009-12-23 00:00:00","5793","2009-12-30 00:00:00",0,"5","2010-01-08 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1786,"2009-07-31 00:00:00",58,0,0,0,0,30,10,10,"2009-09-22 00:00:00",FALSE,"",7,"2009-09-22 00:00:00","2009-09-22 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-09-22 00:00:00","2009-09-23 00:00:00","",5,"2009-09-23 00:00:00","2009-09-30 00:00:00","",21,0,0,,"INTERVENTI DI EDILIZIA CARCERARIA - ASSEGNAZIONI RISORSE ","",,"4129-P","2009-10-01 00:00:00",,,,,0,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","210","2009-11-04 00:00:00","4843","2009-11-09 00:00:00",0,"267","2009-11-16 00:00:00","","274","2009-11-24 00:00:00",,,"","","",0,0,FALSE,"",,,,
1787,"2009-07-31 00:00:00",59,0,0,1,0,30,10,10,"2009-09-18 00:00:00",FALSE,"",7,"2009-09-18 00:00:00","2009-09-18 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-09-18 00:00:00","2009-09-18 00:00:00","",5,"2009-09-18 00:00:00","2009-09-21 00:00:00","",21,0,0,,"FONDO INFRASTRUTTURE - ASSEGNAZIONE DI UN CONTRIBUTO PLURIENNALE PARI A 50 MILIONI DI EURO FINALIZZATO ALLA SALVAGUARDIA DELLA LAGUNA E DELLA CITTA’ DI VENEZIA","",,"4653","2009-11-02 00:00:00","176","2009-11-25 00:00:00","5584-P","2009-12-16 00:00:00",1,"",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"6","240","2009-12-22 00:00:00","5769","2009-12-29 00:00:00",1,"14","2010-01-21 00:00:00","",,,,,"","","",0,0,FALSE,"","",,,
1788,"2009-07-31 00:00:00",60,0,0,0,0,19,10,10,"2009-09-18 00:00:00",FALSE,"",7,"2009-09-29 00:00:00","2009-09-29 00:00:00","",FALSE,,,"",FALSE,,,,FALSE,,6,"2009-09-29 00:00:00","2009-09-29 00:00:00","",5,"2009-09-29 00:00:00","2009-10-01 00:00:00","",21,0,0,,"EVENTI SISMICI 1980-1981 IN CAMPANIA E BASILICATA-LEGGI FINANZIARIE 2005 E 2007 – RIPARTIZIONE REGIONE BASILICATA","",,"4130-P","2009-10-01 00:00:00","165","2009-11-17 00:00:00","5110","2009-11-24 00:00:00",1,"TRASMESSA PER FAX IL 17/11/2009 E NON IL 16/11. INDICATO IL 17/11 PER SCADENZA",,"",,"",,0,"",,"",,"",,0,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5","383","2009-11-26 00:00:00","5206","2009-11-30 00:00:00",0,"284","2009-12-05 00:00:00","",,,,,"E090060allegato.xls","","",0,0,FALSE,"",,,,
